,OrderNo,OrderDate,Month,Year,CustomerID,Revenue,First Touch Channel
25521,300019532699,2021-10-10,10,2021,72e4839e4a5371b4882524a84f3fceb0,43990.0,
1658036,TC300047809627,2023-05-19,5,2023,3f4104145fa2bafeca68e7839fc631dd,11999.0,TCP
1730140,300041789453,2023-01-25,1,2023,0fcfbd001615aef6db97e2f60b2e610b,27900.0,Paid Search
2042705,300042597166,2023-02-08,2,2023,31892f6298636373abdf6a876a85c056,1439.1,Direct
465866,TC300030107028,2022-07-23,7,2022,05dee3c0c11fc8323ea8eeba31df18e6,9309.05,
823718,300040351600,2022-12-29,12,2022,8a9438fbf428dfac56813f1b6b60495a,10500.0,
1580214,TC300049360207,2023-06-17,6,2023,228553752cee37e6651aa623f75083d8,1861.05,
989707,300039123887,2022-12-27,12,2022,da69f312b40d6cb99fc12d3ef47dfa1b,194.0,Direct
1080388,300032042344,2022-08-23,8,2022,47a177becddf0f71208ff962ae4a431c,5099.0,Affiliate
1068965,300025222985,2022-04-22,4,2022,b59b12bc454dd6d45e93188ba1605101,299.0,Organic Search
440904,TC300030777059,2022-08-06,8,2022,55937b4e70ac043d04f87b2f9bd36df7,499.0,
1373930,300022596125,2022-02-11,2,2022,6d7900cd3e0a9dc18d961d487d5314e8,2695.0,Paid Search
1311342,300024781777,2022-04-12,4,2022,e25205dcdb6efbb267e85178f4e15516,3610.0,Referral
300724,300031534022,2022-08-14,8,2022,312783c0394088bb7acf90ceab025be3,9999.0,Direct
1316642,300038005034,2022-11-15,11,2022,593012ab7b8371e226d1d19a06f454fa,529.0,Direct
343865,TC300036439603,2022-10-20,10,2022,4f47c87e47f8988d2f7d788d24e02a6a,9490.0,TCP
1159636,TC300039808707,2022-12-16,12,2022,7f983fb2c48ec43851bf260ebfe2dc77,34999.0,Direct
715287,R3KC18H85S00,2022-05-19,5,2022,5aed2c577cb412e346511148dfb761bc,999.0,
1977037,TC300044427493,2023-03-17,3,2023,896c1290e8c6401e44bf694c3c83f8aa,18999.0,Direct
1489309,TC300049646652,2023-06-18,6,2023,c394386409d948f524e9dc2b9bb320a3,327.0,
679062,TC300026778807,2022-05-20,5,2022,d3331ea7bc6985d6ea9affcd61c98569,65990.0,
1086656,300038814781,2022-11-28,11,2022,6db36c9ac216f59852b600c91b5eff8c,300.0,Paid Search
520285,PV6QL0LAOO04,2022-01-26,1,2022,934920c61872053e28c8c1c7d09f27a3,259.0,
920735,300026087381,2022-05-09,5,2022,4348152afd6be65f82a12e7a57552261,1649.0,Paid Search
1466798,TC300046287047,2023-04-22,4,2023,14f654622c8749c8ef051c7fd99a5b0b,60990.0,Direct
1398213,TC300023265741,2022-03-03,3,2022,f961a883fcacacec4c41e26d85af346d,5774.1,
472059,TC300027579308,2022-06-05,6,2022,65de41660d2bcb84e8aee53da137dffd,3998.0,TCP
1520857,300040711086,2023-01-01,1,2023,52ac795df0cbe4b206aa78f85bc2abb0,149.0,Paid Social
1565681,TC300044196111,2023-03-12,3,2023,671d266c9ebe14eef0f792939a81447e,4597.01,TCP
1199671,300032233806,2022-08-26,8,2022,d64b53063026fadd89bea1c5f1688582,6554.05,Organic Search
597271,TC300030147066,2022-08-11,8,2022,71b8ed74f85ceb7edcae870804d333cf,844.0,TCP
89009,300020709045,2021-11-26,11,2021,b1341abb48d2880ace89bdc587c9dcb6,42669.25,
1097059,QQHGDP61HG00,2022-04-21,4,2022,cae53498f15801a2b4b6c6d7d0475a63,19999.0,
403061,TC300029336071,2022-07-10,7,2022,2c37817e9f23fbd3734290bff1fc2ce1,599.0,
1572848,300044883463,2023-03-26,3,2023,36ac0140bb77b52c3905a44faa0fb224,23490.0,Organic Search
215600,300018818575,2021-09-07,9,2021,3c40ad704fef1501044f8a96243254ae,2576.2,
142294,300019152088,2021-09-25,9,2021,8c15a4a510f29512127d71551c0be20a,6799.0,
1859663,TC300048820624,2023-06-06,6,2023,da07c88f03f06fd8740e8753b7daf08e,1249.0,
1348968,PT79IDFI5407,2022-01-20,1,2022,0d96f6d9310c907f9bde92a87e37653a,15990.0,
1417328,300022941340,2022-02-21,2,2022,9bfc8ae8cffe5a605471c0b1c619f9e1,449.0,Organic Search
1684395,300045958678,2023-04-17,4,2023,8c7fe8fe53780c54796250bbca38f800,299.0,Organic Search
1186872,QMDVNEU43G00,2022-04-08,4,2022,f2b90840f511e00ae556f584dd95dd97,6999.0,
1030180,300028849490,2022-06-29,6,2022,b9ef6cfcd275d46cbe0edb3b289030a2,145.0,Paid Search
410555,TC300033972947,2022-09-25,9,2022,aacc19375e55ddbafdfa671e4d588c71,2249.0,Organic Search
2016524,TC300042393645,2023-02-02,2,2023,3d61dcb15e1a5b14a9215ff4f20370e2,629.1,TCP
996139,300029830118,2022-07-19,7,2022,503f9c0c5a9bdc8aa49f16c3c7912869,16380.0,Direct
665886,TC300034738313,2022-09-29,9,2022,aed0b66b1f4171a791f156e62c805df0,13998.0,TCP
1645607,TC300046781727,2023-05-01,5,2023,eecebe2ca64e3632969d377ae58e74c0,12591.0,TCP
58264,300020251107,2021-11-06,11,2021,d1617a26fd5195b6b077ff629a3bbdaf,1424.05,
1666643,TC300044787184,2023-03-25,3,2023,b06df5756c07d18e8bea7b53dfc1e7de,8906.25,
1282633,300023669122,2022-03-16,3,2022,2008c766cc42043d23cd0b2c2533f378,1661.55,Paid Search
1183653,TC300026614390,2022-05-24,5,2022,f5350e21f811bad19142e3db29637bdd,549.0,
1529403,300045476151,2023-04-09,4,2023,46d6f321308de2b2e99d2be28c8d8175,1449.0,Direct
2036357,TC300040464046,2023-01-09,1,2023,ef74fc438898abf5c03450199411192a,7499.0,Direct
667550,TC300034789087,2022-09-29,9,2022,c3c67885ea084a36d362054c7c39c161,5096.0,TCP
53943,300019983082,2021-10-29,10,2021,2f80878d8a8b266d3a230a598aa3df27,49999.0,
1251536,300022908062,2022-02-20,2,2022,b1a1cb7bf626e5e573ea65db3a25efec,12591.0,Direct
277142,300016663592,2021-05-17,5,2021,d38b0b41d784d7a4e6458faea7acc70f,29999.0,
1001961,TC300032535067,2022-09-02,9,2022,c33f309c4b63b86a64e5b611c5b0b319,4199.0,
557019,TC300034730060,2022-09-30,9,2022,dacb6ce45770384085e4531a8cb28d80,590.0,TCP
703130,TC300025277633,2022-04-23,4,2022,e497bb178033dede1e277ad341ab45ad,3149.1,
1591079,300043556892,2023-02-26,2,2023,e8c3eadecc04ebbdd869768cb6600c46,79990.0,
2026890,300042796802,2023-02-15,2,2023,97ea878fe37452a14b6abe9f62b893d7,27.0,
1305031,300021516796,2022-01-02,1,2022,13df89302c91f2a441ddcd76372cfc0e,11249.1,Direct
1262832,300023739861,2022-03-17,3,2022,735d03df7d175691f437ba4832bd9ab2,4995.0,Direct
799391,300029556864,2022-07-12,7,2022,05edd8ae37ac808e3b1f860f555b495f,959.0,Organic Search
1655764,TC300045822168,2023-05-12,5,2023,afe15deb0ad9dc809042a2fccc230c35,2778.75,TCP
348274,300035104385,2022-10-02,10,2022,ec17d3ba85f3dcfc0aca0a20f5e8ef5b,1148.0,Organic Search
2099162,300042370529,2023-02-01,2,2023,b966057bf6839b318de7a4b2bd8d8b46,249.0,Paid Search
1371822,300022347156,2022-02-18,2,2022,22a9914a9aeb2fd39ffc5ad69990b82c,3599.0,Paid Search
1980581,300044776188,2023-03-24,3,2023,a34d7d13d66ff642187f3dadf999e9cf,4007.0,Paid Search
634368,300028164268,2022-06-16,6,2022,2e8fc1f4b336c782ea75835d9b82a4e5,14174.0,Paid Search
225127,300020478309,2021-11-17,11,2021,d611680c9991f094cfcfeba83750f827,1560.0,
386243,300038859421,2022-11-27,11,2022,283284a0b30830ffb58bb35ed0c849b9,2599.0,Organic Search
1702178,300047584089,2023-05-15,5,2023,5c3928d9b39e2828948e1ea99e2a0f5e,17690.0,Paid Search
467314,300030131617,2022-07-23,7,2022,d40923fca744e9963d8518f6c3b100ac,15499.0,
1891307,300049790729,2023-06-21,6,2023,db7fe30ec7d8c4566e6b2dc7b9364013,1570.0,
1895726,TC300049753146,2023-06-20,6,2023,29c57a2752c9c58f96e0f98641c67261,4499.1,
995028,300037888039,2022-11-12,11,2022,71a048005f30cae26d9731af997b382a,30.0,Paid Search
1302491,TC300033648437,2022-09-21,9,2022,10a7cdce3779e6bf19e480b686093522,39990.0,TCP
1494524,300046368316,2023-04-23,4,2023,e76a61ceafed5aff059f7c9a515f1900,194.0,Organic Search
1594453,TC300042855388,2023-02-12,2,2023,e72d40f08ec2bed394ddf7e5d800b30e,1225.5,TCP
537654,TC300027867342,2022-06-11,6,2022,54c5c5856d298d96902e2c8cb7b14800,29890.0,Organic Search
780878,300030827971,2022-08-05,8,2022,4c097c32fbd08861ffe47ff576851302,349.0,
1616892,300043202775,2023-02-19,2,2023,34f127c9c698a015a39e8ed8e256a0e2,13749.0,Direct
1408311,PSMADA44J800,2022-01-18,1,2022,f979046c0b9c7e7ae18fed158ca8cb9f,7290.0,
1105340,TC300023479032,2022-03-12,3,2022,952c72f188321c63f1223008100ac98b,31626.21,Paid Search
756996,TC300031123263,2022-08-08,8,2022,e12ff1e854768c94f47fc70627ac82ca,33490.0,
904304,300024029006,2022-03-26,3,2022,410e1c6442039014df9580e396acc3d9,22999.0,Direct
380966,TC300038867316,2022-11-27,11,2022,5dcaaf9d6b48fbde8d57a53dba6436ba,1495.0,TCP
1101309,TC300030313175,2022-07-26,7,2022,d108e152f37633ba6b0144273f5cdeae,1999.0,
1852257,300047287394,2023-05-10,5,2023,ed48843d0141b324026c7c3c93285582,27900.0,Organic Search
1553495,300045562623,2023-04-15,4,2023,aa1f1bb243830a4970c9c257754bdbe0,6690.0,Organic Search
354428,300031495325,2022-08-13,8,2022,247821f0024d66bef269293490543295,2099.0,Organic Search
1645113,300043855073,2023-03-04,3,2023,61878770245366558e9c0f756c6b6e78,1999.0,Paid Search
1233272,300038452950,2022-11-22,11,2022,efb0aef45ada17c4eec40d47d3313142,1099.0,Paid Search
1623300,300046198932,2023-05-25,5,2023,e8d975b4658dbee6616a3f901fc823f3,9490.0,Direct
634885,300028122735,2022-06-16,6,2022,b31e0f022137ee98f0861ff5063815e9,44990.0,Direct
1372190,Q6L1UR7U9K00,2022-02-18,2,2022,0ed0d7162024dea733abd60d684777b5,9999.0,
1898611,300042936543,2023-02-14,2,2023,aadbbb69b0b8184a2f5e0b59e9903457,399.0,Paid Search
935455,300031043127,2022-08-17,8,2022,dc290dfd4da9b6d71782174c297cb031,13499.0,Organic Search
1664145,300044160272,2023-03-11,3,2023,b3963daaca66f40f0ea50fd3220dfec7,1589.0,Direct
724439,300028638407,2022-07-01,7,2022,c7811de1608fa9b2f89b3d0770dd8223,23499.0,
1363399,QB02ARKB6K00,2022-03-04,3,2022,8072c5204ef035bc5e705f98ef00a4a8,9090.0,
1177031,300024208126,2022-03-29,3,2022,481018b6789729ab94e0f90dba3b1d16,64990.0,Direct
1306655,300022861615,2022-02-19,2,2022,e531110ac84570f12aac7850b5f585be,19100.0,Paid Search
419544,TC300028322327,2022-06-19,6,2022,3304d8ac719ec4c4e60a3b94e295da32,449.1,TCP
1643843,300043838329,2023-03-04,3,2023,a1a6463d3369742f3a18715bd73428cb,999.0,
1563475,TC300044525560,2023-03-19,3,2023,bf29f5e89adc85bd978162c64e19e091,18999.0,Direct
1988792,300044293382,2023-03-14,3,2023,eeae6802fa37df018c274e63022e902d,2609.1,
1365070,300023305422,2022-03-04,3,2022,0d99a4dee8a6f0600b8424c063f3762d,1299.0,Paid Search
622063,300038281250,2022-11-20,11,2022,3a42eef2f0d82647e807f4a34f5facc7,1099.0,Paid Search
618947,300024129129,2022-03-27,3,2022,8ffdeae4911b3c6865b1112b52e6daf3,6299.1,Internal
1738808,TC300045362538,2023-04-11,4,2023,8415aed6e4626afbc6bfcc6f16a9ecc4,10999.0,TCP
1327157,300025047087,2022-04-18,4,2022,db7e6c08cd603e03bf4db330ffab8c45,18990.0,
1932020,300044704007,2023-03-23,3,2023,383bb211656530f07d0a886deed9fc0d,59990.0,Internal
10580,300021326872,2021-12-26,12,2021,73039a49b2f33bf829309d51f210590b,3499.0,
1823646,TC300049478698,2023-06-15,6,2023,6b1441203dd87ed2b727937c8aeedc56,512.1,
1376283,Q4D9021ONK00,2022-02-11,2,2022,84456ad6ecab8b53949fd1ec12501134,114990.0,
1332025,Q4NB20IJUO00,2022-02-12,2,2022,de4b7988ae258b0c8d2834edc03f520e,8909.0,
370991,TC300030241193,2022-07-24,7,2022,9b0b79e66554dfcf9985f7ca9dc0becc,1499.0,
2089007,300041493705,2023-01-18,1,2023,1d9490b2e5fd07952cb88e5a0eba7e25,199.0,
638363,300031211566,2022-08-10,8,2022,6f45339ec3d2fa448b489b81fbb71651,19499.0,
1464663,TC300046260761,2023-04-22,4,2023,580181571f0e2b5fb7cbb6242febf2fb,60990.0,TCP
639454,300030941814,2022-08-10,8,2022,080b43ffaa1cfc3af254cc55c4d7237e,44990.0,
513256,300028749613,2022-06-26,6,2022,81eb9c0977b5d498b9613556aeca65c5,7159.2,Direct
109171,300018567294,2021-08-21,8,2021,e8d48d560d2d78c2c878b76ce39895c2,1695.0,
1429179,300023216905,2022-03-02,3,2022,8cf062e810d77b84c1395723fd244b56,51200.0,Paid Search
1474452,TC300045917891,2023-04-16,4,2023,0dce64cc1c39c56bee64e2f2ca62f361,7999.0,TCP
946376,300029865894,2022-07-18,7,2022,4b65a5be928a8ef97e2380dc8d7dc710,18499.0,Organic Search
717328,300035175075,2022-10-03,10,2022,5b7d822f20fd6400982543c8302aaff0,48900.0,
1486727,TC300048001322,2023-05-21,5,2023,4e385c1b13c8e1032e0bd2d835734525,1299.0,TCP
1131173,TC300030661331,2022-08-01,8,2022,be9cc96d9038784bf6cfa910e93a13e5,1889.1,
907575,TC300029692690,2022-07-14,7,2022,7f25c48d980ea5c050f4033f19a08b6b,15490.0,TCP
30393,300019336615,2021-10-03,10,2021,25b3b6f8d3966bd71cdebef63c53fefc,3498.0,
745969,TC300026253489,2022-05-13,5,2022,e4b045c60df27386799809f1b8503b60,64990.0,TCP
322672,300036042200,2022-10-16,10,2022,14714c5833a82e0932a34711fe506deb,1699.0,Organic Search
1078782,300037478160,2022-11-05,11,2022,75a1248072ce1e78bac39257d4437629,5054.0,Direct
868259,300030058799,2022-07-22,7,2022,61c25f560bf4c6af0ff288b9b789d5c5,1480.0,
962162,300028415967,2022-06-21,6,2022,0030205e0b9de11c7f38ae23f3169386,10791.0,Direct
774950,300033810775,2022-09-23,9,2022,7935c7b3d716971e60e99c4d7f54d809,1798.0,Direct
1408430,300022228376,2022-01-28,1,2022,5891be151a4184053cfc797ac62c356a,899.0,Direct
1313218,300023975992,2022-03-25,3,2022,5e1becde85e56a626ab3fc102dd0b4b5,10990.0,Direct
227859,300019038531,2021-09-20,9,2021,bcb4d90fbf0ef785ea49d02bdf548f05,6499.0,
1264749,300024767131,2022-04-11,4,2022,ff2e024f1294b5c78885653e8b15897e,38799.0,Paid Search
1520525,TC300046781139,2023-04-30,4,2023,c556cbcb925d276026e656dd12806462,5399.0,
1297238,300024574238,2022-04-07,4,2022,5118de0ccb31bc7fc220ffda3ce22e69,30.0,
10038,300021274198,2021-12-26,12,2021,8c8d1a13c439e9165f7295f6ebfbe476,17550.0,
1034892,300026937535,2022-05-23,5,2022,832d4ffacb321a8659e4b74dff67596d,31949.1,Organic Search
1359080,TC300021932256,2022-01-23,1,2022,9b81f7e82cb344a610a8a18bf7f04f50,79530.3,
378022,300036999058,2022-10-26,10,2022,3f8d4666abd65fdd51281931f708a271,1900.0,
36544,300021440830,2021-12-31,12,2021,91a6dc52e83e3246a01d95c24c1eb0a3,284.05,
1438446,PQULJCMA9S00,2022-01-13,1,2022,417d09ce8aba4b29dc1be1ef32aa5b2d,26990.0,
405480,300026096633,2022-07-03,7,2022,d268d24a892d6a76699bba2d67067878,104.0,Organic Search
114895,300017732329,2021-07-09,7,2021,fb1ff89d20149212495607a1dc78dc35,43497.0,
1427385,300022402690,2022-02-04,2,2022,04ffa3a94af13440c1289e76fd538b95,23999.0,
829518,TC300037285531,2022-10-31,10,2022,60dfee76be246ad7d64d05df05dcc87e,46900.0,TCP
683857,300026700641,2022-05-20,5,2022,63702e98735b896ce8a98c83b5e872e4,7299.0,
646357,TC300036087111,2022-10-17,10,2022,59b96aebb8f8ab9c5afe21bc76daecaa,20.0,TCP
1363904,300023290873,2022-03-04,3,2022,ba7e276d33421a769d8e16edab7a2d9b,13897.6,Organic Search
1214836,TC300038370237,2022-11-21,11,2022,42813e47f6c368a75c4269656ab86ed9,2898.0,TCP
177223,300017790275,2021-07-11,7,2021,89589f9aeb8c6b8a7b76745c51ec78ab,10999.0,
653933,TC300026676902,2022-05-21,5,2022,5242d9d12d92cddf173e9ca7ff0cc2a6,65990.0,
1770725,TC300047530647,2023-06-09,6,2023,31aa75d2f44923c764b89951a99d0094,1449.0,
1572561,300044443944,2023-03-26,3,2023,6f37da6631a75204478fea27586c8401,999.0,Organic Search
302266,300031572620,2022-08-14,8,2022,945d71f9e3c9ad9be71ddcce9c74a861,5448.0,Paid Search
1733452,300042006680,2023-01-25,1,2023,3be204c3822d5aff78d22a8cac57866c,19999.0,Paid Search
1609328,300042501290,2023-02-05,2,2023,89f22993ce74981031e29a20db43e91c,999.0,Direct
307541,300036517542,2022-10-21,10,2022,392264dcec1c3213f344891fb1a367dd,699.0,Affiliate
